Aaberg	'o:-%b{rg
værelsesbetjeninger	"v{:-l`=-s@s-b@-%tje:-nIN-@r
værelseskamerats	"v{:-l`=-s@s-kA-m@-%rA:ts
værelsespika	"v{:-l`=-s@s-%pi:-kA
værelsespikenes	"v{:-l`=-s@s-%pi:-k@-n@s
værelsespiker	"v{:-l`=-s@s-%pi:-k@r
værelsestemperatur	"v{:-l`=-s@s-t@m-p@-rA-%t}:r
værelses	"v{:-l`=-s@s
væremåters	"v{:-r@-%mo:-t@s`
væremåte	"v{:-r@-%mo:-t@
værende	"v{:-n`=-@
værers	"v{:-r@s`
værestedets	"v{:-r@-%ste:-d@ts
Væretrøa	"v{:-r@-%tr2:-A
værfaren	"v{:r-%fA:-n`=
værforandringens	"v{:r-fO-%rAn-drIN-@ns
værforelderen	"v{:r-fO-%rEl-d@n`
værforelder	"v{:r-fO-%rEl-d@r
værforholdet	"v{:r-fOr-%hO-l@
værforhold	"v{:r-fOr-%hOl
værguden	"v{:r-%g}:-dn=
værhår	"v{:r-%ho:r
værinformasjonene	"v{:r-In-fOr-mA-%Su:-nn=-@
væringene	"v{:-rIN-@-n@
værkartets	"v{:r-%kA-t`@ts
værkartet	"v{:r-%kA-t`@
værkart	"v{:r-%kAt`
værlammenes	"v{:r-%lA-m@-n@s
Værlebakken	"v{:-l`@-%bA-k@n
Værlegata	"v{:-l`@-%gA:-tA
værmanns	"v{:r-%mAns
værmennene	"v{:r-%mE-nn=-@
værmerkene	"v{:r-%m{r-k@-n@
værmerket	"v{:r-%m{r-k@
værmora	"v{:r-%mu:-rA
væromslagenes	"v{:r-Om-%SlA:-g@-n@s
væromslagets	"v{:r-Om-%SlA:-g@ts
væromslags	"v{:r-Om-%SlA:gs
værprofetene	"v{:r-prU-%fe:-tn=-@
værre	'v{-r@
værsituasjonen	"v{:r-sI-tu0-A-%Su:-nn=
værsituasjoner	"v{:r-sI-tu0-A-%Su:-n@r
værsjuke	"v{:r-%S}:-k@
værsjukts	"v{:r-%S}:kts
værsjukt	"v{:r-%S}:kt
værstasjonen	"v{:r-stA-%Su:-nn=
værstasjoner	"v{:r-stA-%Su:-n@r
værsyks	"v{:r-%sy:ks
værtype	"v{:r-%ty:-p@
værutsikten	"v{:r-}:t-%sIk-tn=
værvarselet	"v{:r-%vA-s`l=-@
værvarslene	"v{:r-%vA-s`ln=-@
værvarslingas	"v{:r-%vA-s`lIN-As
værvarslingstjenestens	"v{:r-vA-s`lINs-%tje:-n@-stn=s
væskeaktig	"vE-sk@-%Ak-tI
væskeformas	"vE-sk@-%fOr-mAs
væskeforms	"vE-sk@-%fOrms
væskefylt	"vE-sk@-%fYlt
væskegjennomtrengning	"vE-sk@-j@-nOm-%trEN-nIN
væskers	"vE-sk@s`
væskesøylen	"vE-sk@-%s9*Y-ln=
væsketilførsel	"vE-sk@-tIl-%f9-s`l=
væteren	"ve:-t@-n`=
væte	"v{:-t@
vætter	"vE-t@r
vaffelhjerta	'vA-f@l-%j{-t`A
vaffelhjertenes	'vA-f@l-%j{-t`n`=-@s
vaffelhjerte	'vA-f@l-%j{-t`@
vaffelmiksen	'vA-f@l-%mIk-sn=
vaffelmønster	'vA-f@l-%m9n-st@r
vaffelmønstrenes	'vA-f@l-%m9n-str@-n@s
vaffelplatas	'vA-f@l-%plA:-tAs
vaffelplatenes	'vA-f@l-%plA:-tn=-@s
vaffelplatens	'vA-f@l-%plA:-tn=s
vaffelplaters	'vA-f@l-%plA:-t@s`
vaffelrøre	'vA-f@l-%r2:-r@
vaffelsålen	'vA-f@l-%so:-ln=
vaffelsåler	'vA-f@l-%so:-l@r
vaffelsømmer	'vA-f@l-%s9-m@r
vaflas	"vA-flAs
vaflingenes	"vA-flIN-@-n@s
vaflingens	"vA-flIN-@ns
vaflinger	"vA-flIN-@r
Vafoss	"vA:-fOs
vagabondasjene	vA-gA-bUn-'dA:-Sn=-@
vagabondasjen	vA-gA-bUn-'dA:-Sn=
vagabondasjer	vA-gA-bUn-'dA:-S@r
vagabondene	vA-gA-'bO-nn=-@
vagabondert	vA-gA-bUn-'de:t`
vagabonder	vA-gA-'bO-n@r
vagabondstrømmens	'vA:-gA-bUn-%str9-m@ns
vågale	"vo:-gA-l@
vagantvisenes	vA-'gAn-%tvi:-sn=-@s
vågd	'vo:gd
Vågedalen	"vo:-g@-%dA:-ln=
vågehvalene	"vo:-g@-%vA:-ln=-@
vågehvalen	"vo:-g@-%vA:-ln=
vågehvaler	"vo:-g@-%vA:-l@r
vågekvalenes	"vo:-g@-%kvA:-ln=-@s
vågekvaler	"vo:-g@-%kvA:-l@r
vågeligstes	"vo:-g@-lIg-st@s
vågeligst	'vo:-g@-lIgst
vågelig	"vo:-g@-lI
vågen	'vo:-g@n
vågers	"vo:-g@s`
vågespellas	"vo:-g@-%spE-lAs
vågespillene	"vo:-g@-%spI-ln=-@
vågespills	"vo:-g@-%spIls
vageste	"vA:-g@-st@
vågestykker	"vo:-g@-%stY-k@r
vågestykket	"vo:-g@-%stY-k@
vågete	"vo:-g@-t@
våge	"vo:-g@
vagger	"vA-g@r
vaggete	"vA-g@-t@
vaginaenes	vA-'gi:-nA-@-n@s
vagina	vA-'gi:-nA
vaginismen	vA-gI-'nI-sm@n
vågnadene	"vo:-gnA-dn=-@
vagnens	'vAN-nn=s
vågsbotnenes	'vo:gs-bO-tn=-@-n@s
vågsbotner	'vo:gs-bO-tn=-@r
vågsbotn	'vo:gs-%bO-tn=
Vågsbygd	'vo:gs-%bYgd
Vågseidet	'vo:g-%s{*I-d@
Vågshaugen	'vo:gs-%hE*u0-g@n
Vagstad	"vAg-%stA:
vaiden	'vA*I-dn=
vaid	'vA*Id
vaierne	'vA*I-@-n`@
vaier	'vA*I-@r
vakansers	vA-'kAn-s@s`
våka	'vo:-kA
våkenhet	"vo:-k@n-%he:t
våken	"vo:-k@n
vakerer	"vA:-k@-r@r
vakests	'vA:-k@sts
vakes	"vA:-k@s
vake	"vA:-k@
Våkleivbakken	'vo:-kl{*Iv-%bA-k@n
Våkleivbrotet	"vo:-kl{*Iv-%bro:-t@
vaklet	"vA-kl@t
vakle	"vA-kl@
vaknas	"vA:-knAs
våkna	"vo:-knA
vaknendes	"vA:-knn=-@s
vakneste	"vA:-kn@-st@
våkneste	"vo:-kn@-st@
vakreste	"vA-kr@-st@
vaksinasjonenes	vAk-sI-nA-'Su:-nn=-@s
vaksinasjonene	vAk-sI-nA-'Su:-nn=-@
vaksinasjoners	vAk-sI-nA-'Su:-n@s`
vaksinasjoner	vAk-sI-nA-'Su:-n@r
vaksinasjonsattests	vAk-sI-nA-'Su:ns-A-%tEsts
vaksinatørenes	vAk-sI-nA-'t2:-n`=-@s
vaksinatøren	vAk-sI-nA-'t2:-n`=
vaksinens	vAk-"si:-nn=s
vaksinert	vAk-sI-'ne:t`
vaksne	"vAk-sn@
vaktavløsingene	'vAkt-A:v-%l2:-sIN-@-n@
vaktavløsningers	'vAkt-A:v-%l2:-snIN-@s`
vaktavløsninger	'vAkt-A:v-%l2:-snIN-@r
vaktavløsning	'vAkt-A:v-%l2:-snIN
vaktavløysingenes	'vAkt-A:v-%l9*Y-sIN-@-n@s
vaktendes	"vAk-tn=-@s
vakte	'vAk-t@
vakthavende	'vAkt-%hA:-v@-n@
vaktholdas	'vAkt-%hO-lAs
vakthundene	'vAkt-%hu0-nn=-@
vaktkvarter	'vAkt-kvA-%t`e:r
vaktlederen	'vAkt-%le:-d@n`
vaktmannskapene	'vAkt-mAn-%skA:-p@-n@
vaktmannskaps	'vAkt-mAn-%skA:ps
vaktmennenes	'vAkt-%mE-nn=-@s
vaktmennene	'vAkt-%mE-nn=-@
vaktmestere	'vAkt-%mE-st@-r@
vaktmestersentral	'vAkt-m@-st@r-s@n-%trA:l
vaktordningas	'vAkt-%Od`-n`IN-As
vaktordninga	'vAkt-%Od`-n`IN-A
vaktskifta	'vAkt-%SIf-tA
vaktskiftets	'vAkt-%SIf-t@ts
vaktskiftet	'vAkt-%SIf-t@
vaktskifte	'vAkt-%SIf-t@
vaktstova	'vAkt-%sto:-vA
vaktstovene	'vAkt-%sto:-v@-n@
vaktstover	'vAkt-%sto:-v@r
vakttårnet	'vAkt-%to:-n`@
vakttørnenes	'vAkt-%t2:-n`n`=-@s
vakuoles	vA-ku0-"u:-l@s
vakuole	vA-ku0-"u:-l@
vakuummeteret	'vA:-ku0m-%me:-t@-r@
vakuummetrene	'vA:-ku0m-%me:-tr@-n@
vakuummetrets	'vA:-ku0m-%me:-tr@ts
vakuumpakken	'vA:-ku0m-%pA-k@n
vakuumpakkers	'vA:-ku0m-%pA-k@s`
vakuumpakker	'vA:-ku0m-%pA-k@r
vakuumpakkes	'vA:-ku0m-%pA-k@s
vakuumpakningenes	'vA:-ku0m-%pA-knIN-@-n@s
vakuumpakningers	'vA:-ku0m-%pA-knIN-@s`
vakuumrøret	'vA:-ku0m-%r2:-r@
Valand	"vA:-%lAn
Valanhamn	"vA:-lAn-%hAmn
valbjerken	"vA:l-%bj{r-k@n
Valbjørg	"vA:l-%bj9rg
valbjørkens	"vA:l-%bj9r-k@ns
valborgsnatters	"vAl-bOrg-%snA-t@s`
valborgsnatter	"vAl-bOrg-%snA-t@r
Valbo	"vA:l-%bu:
Valdemarsvik	'vAl-d@-mA-%s`vi:k
Valderhaugstranda	"vA-l@r-hE*u0g-%strA-nA
valdtekt	"vAl-%tEkt
vålende	"vo:-ln=-@
valensen	vA-'lEn-sn=
valentes	vA-'lEn-t@s
Valentino	vA-l@n-'ti:-nU
valentinsdagens	vA-l@n-'ti:ns-%dA:-g@ns
valentinsdag	vA-l@n-'ti:ns-%dA:g
valents	vA-'lEnts
valent	vA-'lEnt
Vålerenga	"vo:-l@-%rEN-A
valerianaers	vA-l@-rI-'A:-nA-@s`
valerianaer	vA-l@-rI-'A:-nA-@r
valerianene	vA-l@-rI-'A:-nn=-@
valerianers	vA-l@-rI-'A:-n@s`
valerianer	vA-l@-rI-'A:-n@r
Vålerveien	"vo:-l@r-%v{*I-@n
valet	'vA:-l@
Våleveien	"vo:-l@-%v{*I-@n
Våle	"vo:-l@
valfarters	"vA:l-%fA-t`@s`
Valfrid	"vA:l-%fri:d
valgagitasjon	'vAlg-A-gI-tA-%Su:n
valgapparatets	'vAlg-A-pA-%rA:-t@ts
valgavisen	'vAlg-A-%vi:-sn=
valgbarhetsalderen	"vAlg-bA:r-he:ts-%Al-d@n`
valgbarhetsalderer	"vAlg-bA:r-he:ts-%Al-d@-r@r
valgbarhetsaldere	"vAlg-bA:r-he:ts-%Al-d@-r@
valgbarhetsaldrene	"vAlg-bA:r-he:ts-%Al-dr@-n@
valgbarhetsaldrers	"vAlg-bA:r-he:ts-%Al-dr@s`
valgbarhet	"vAlg-bA:r-%he:t
valgbars	"vAlg-%bA:s`
valgbilag	'vAlg-bi:-%lA:g
valgdagens	'vAlg-%dA:-g@ns
valgdagers	'vAlg-%dA:-g@s`
valgdistriktas	'vAlg-dI-%strIk-tAs
valgeksperter	'vAlg-@k-%sp{-t`@r
Valgerdur	"vAl-g@-d`u0r
valgfagets	'vAlg-%fA:-g@ts
valgforbunds	'vAlg-fOr-%bu0ns
valgforskeren	'vAlg-%fO-s`k@n`
valgforskningen	'vAlg-%fOs`-knIN-@n
valgfør	'vAlg-%f2:r
valgfri	'vAlg-%fri:
valgkamp	'vAlg-%kAmp
valgkretsenes	'vAlg-%krEt-sn=-@s
valglistenes	'vAlg-%lI-stn=-@s
valgliste	'vAlg-%lI-st@
valgløftas	'vAlg-%l9f-tAs
valgløfter	'vAlg-%l9f-t@r
valgmanntalas	'vAlg-mAn-%tA:-lAs
valgmanntalets	'vAlg-mAn-%tA:-l@ts
valgmøtes	'vAlg-%m2:-t@s
valgmulighet	'vAlg-mu0-lI-%he:t
valgnederlag	'vAlg-n@-d@-%l`A:g
valgobservatører	'vAlg-Ob-s@r-vA-%t2:-r@r
valgoppgjørets	'vAlg-O-%pj2:-r@ts
valgoppslutningen	'vAlg-Op-%Slu0t-nIN-@n
valgordningas	'vAlg-%Od`-n`IN-As
valgordningers	'vAlg-%Od`-n`IN-@s`
valgperioders	'vAlg-p@-rI-%u:-d@s`
valgperiodes	'vAlg-p@-rI-%u:-d@s
valgprosessen	'vAlg-prU-%sE-sn=
valgseierens	'vAlg-%s{*I-@n`S
valgseirers	'vAlg-%s{*I-r@s`
valgsituasjon	'vAlg-sI-tu0-A-%Su:n
valgskredas	'vAlg-%skre:-dAs
valgskreda	'vAlg-%skre:-dA
valgskredets	'vAlg-%skre:-d@ts
valgsognet	'vAlg-%sON-n@
valgstyrer	'vAlg-%sty:-r@r
valgs	'vAlgs
valgsystemet	'vAlg-sY-%ste:-m@
valgtaler	'vAlg-%tA:-l@r
valgtinga	'vAlg-%tIN-A
valgtingenes	'vAlg-%tIN-@-n@s
valgtinget	'vAlg-%tIN-@
valgting	'vAlg-%tIN
valgts	'vAlgts
valgt	'vAlkt
valgurnas	'vAlg-%}:-n`As
valgurna	'vAlg-%}:-n`A
valgurnene	'vAlg-%}:-n`n`=-@
valgurnen	'vAlg-%}:-n`n`=
valgvinders	'vAlg-%vI-n@s`
valgvinder	'vAlg-%vI-n@r
Valhallagata	"vAl-hA-lA-%gA:-tA
valhendtes	"vA:l-h@n-t@s
valhendt	"vA:l-h@nt
validerer	vA-lI-'de:-r@r
valid	vA-'li:d
valkebretta	"vAl-k@-%brE-tA
valkete	"vAl-k@-t@
valket	"vAl-k@t
valke	"vAl-k@
valkyrjes	vAl-'ky:-rI-@s
vallak	'vA-lAk
Valland	"vA-lAn
Vallda	"vAl-dA
vallen	"vA-ln=
Vallerveien	"vA-l@r-%v{*I-@n
vallonerer	vA-'lu:-n@-r@r
vallonernes	vA-'lu:-n@r-n`@s
vallonskes	vA-'lu:n-sk@s
vallonske	vA-'lu:n-sk@
Vallo	"vA-%lu:
valme	"vAl-m@
valmuefamilienes	"vA:l-m}:-@-fA-%mi:-lI-@-n@s
valmuefamiliers	"vA:l-m}:-@-fA-%mi:-lI-@s`
valmuefamilier	"vA:l-m}:-@-fA-%mi:-lI-@r
valmuefrøa	"vA:l-m}:-@-%fr2:-A
valmuenes	"vAl-%m}:-@-n@s
valmuen	"vAl-%m}:-@n
valmuer	"vAl-%m}:-@r
valnendes	"vA:l-nn=-@s
valner	"vA:l-n@r
valnøttreas	"vA:l-n9t-%tre:-As
valnøttre	"vA:l-n9t-%tre:
valnøtt-trærnes	"vA:l-n9t-%tr{:-n`@s
valn	'vA:ln
valørenes	vA-'l2:-n`=-@s
valorisasjon	vA-lU-rI-sA-'Su:n
valpesjukenes	"vAl-p@-%S}:-k@-n@s
valpesjukene	"vAl-p@-%S}:-k@-n@
valpesjukens	"vAl-p@-%S}:-k@ns
valpesykene	"vAl-p@-%sy:-k@-n@
valpesyker	"vAl-p@-%sy:-k@r
valpetes	"vAl-p@-t@s
valpets	"vAl-p@ts
valplassenes	'vA:l-%plA-sn=-@s
valsejernas	"vAl-s@-%j{:-n`As
valsemaskin	"vAl-s@-mA-%Si:n
valsemøllene	"vAl-s@-%m9-ln=-@
valsetakter	"vAl-s@-%tAk-t@r
valsetrådenes	"vAl-s@-%tro:-@-n@s
valseverkas	"vAl-s@-%v{r-kAs
Valsøybotn	"vAl-s9*Y-%bO-tn=
Valstad	"vA:l-%stA:
Valter	'vAl-t@r
våltes	"vo:l-t@s
valthornas	'vAlt-%hu:-n`As
valthorna	'vAlt-%hu:-n`A
valthornet	'vAlt-%hu:-n`@
vålts	'vo:lts
valurt	"vA:-lu0t`
valutaenes	vA-'lu0-tA-@-n@s
valutafondas	vA-'lu0-tA-%fO-nAs
valutafonda	vA-'lu0-tA-%fO-nA
valutafond	vA-'lu0-tA-%fOn
valutakjelleren	vA-'lU-tA-%CE-l@n`
valutaklausulens	vA-'lu0-tA-%klE*u0-su0-ln=s
valutakursene	vA-'lu0-tA-%k}:-s`n`=-@
valutakursen	vA-'lu0-tA-%k}:-s`n`=
valutamarked	vA-'lu0-tA-%mAr-k@d
valutanoteringa	vA-'lu0-tA-nU-%te:-rIN-A
valutaomsetnings	vA-'lu0-tA-Om-%sEt-nINs
valutaoverføringenes	vA-'lu0-tA-o:-v@r-%f2:-rIN-@-n@s
valutaoverføringer	vA-'lu0-tA-o:-v@r-%f2:-rIN-@r
valutaoverskottenes	vA-'lu0-tA-o:-v@-%s`kO-tn=-@s
valutaoverskottene	vA-'lu0-tA-o:-v@-%s`kO-tn=-@
valutaoverskottet	vA-'lu0-tA-o:-v@-%s`kO-t@
valutaoverskudda	vA-'lu0-tA-o:-v@-%s`ku0-dA
valutapukkel	vA-'lu0-tA-%pu0-k@l
valutareguleringen	vA-'lu0-tA-r@-gu0-%le:-rIN-@n
valutareservens	vA-'lu0-tA-r@-%s{r-v@ns
valutasamarbeid	vA-'lu0-tA-sA-mAr-%b{*Id
valutasmuglinga	vA-'lu0-tA-%smu0-glIN-A
valutasmuglingers	vA-'lu0-tA-%smu0-glIN-@s`
valutaspekulasjonenes	vA-'lu0-tA-sp@-ku0-lA-%Su:-nn=-@s
valutaspekulasjoners	vA-'lu0-tA-sp@-ku0-lA-%Su:-n@s`
valutaspekulasjoner	vA-'lu0-tA-sp@-ku0-lA-%Su:-n@r
valutaspekulasjon	vA-'lu0-tA-sp@-ku0-lA-%Su:n
valutasvingninger	vA-'lu0-tA-%svIN-nIN-@r
valutaunderskottenes	vA-'lu0-t@-u0-n@-%s`kO-tn=-@s
valutaunderskottets	vA-'lu0-t@-u0-n@-%s`kO-t@ts
valutauro	vA-'lu0-tA-%}:-rU
valutere	vA-lu0-'te:-r@
valutertes	vA-lu0-'te:-t`@s
valuter	vA-lu0-'te:r
valvasjon	vAl-vA-'Su:n
Valvatna	"vA:l-vAt-nA
Vammaveien	'vA-mA-%v{*I-@n
vammels	'vA-m@ls
vampene	"vAm-p@-n@
vampets	"vAm-p@ts
vampyrenes	vAm-'py:-n`=-@s
vamsers	"vAm-s@s`
vanadiumstål	vA-'nA:-dI-u0m-%sto:l
vanæras	"vA-%n{:-rAs
vanærendes	"vA-%n{:-n`=-@s
vanærende	"vA-%n{:-n`=-@
vanakting	"vA-%nAk-tIN
Vanberg	"vAn-%b{rg
vandalen	vAn-'dA:-ln=
vandalers	vAn-'dA:-l@s`
vandals	vAn-'dA:ls
våndas	"vOn-dAs
vandelsattesters	'vAn-dl=s-A-%tE-st@s`
vandendes	"vAn-dn=-@s
våndete	"vOn-d@-t@
vandets	"vAn-d@ts
våndets	"vOn-d@ts
vandlete	"vAnd-l@-t@
vandrebibliotekers	"vAn-dr@-bI-blI-U-%te:-k@s`
vandreboksamlingenes	"vAn-dr@-bu:k-%sAm-lIN-@-n@s
vandreboksamling	"vAn-dr@-bu:k-%sAm-lIN
vandrefalkene	"vAn-dr@-%fAl-k@-n@
vandrefalkens	"vAn-dr@-%fAl-k@ns
vandrefigurer	"vAn-dr@-fI-%g}:-r@r
vandrehistoria	"vAn-dr@-hI-%stu:-rI-A
vandrehistorien	"vAn-dr@-hI-%stu:-rI-@n
vandrehistorier	"vAn-dr@-hI-%stu:-rI-@r
vandrehistorie	"vAn-dr@-hI-%stu:-rI-@
vandremandagene	"vAn-dr@-%mAn-dA:-g@-n@
vandremåndagene	"vAn-dr@-%mOn-dA:-g@-n@
vandremotivers	"vAn-dr@-mU-%ti:-v@s`
vandrenyrets	"vAn-dr@-%ny:-r@ts
vandrepokalene	"vAn-dr@-pU-%kA:-ln=-@
vandrepokalers	"vAn-dr@-pU-%kA:-l@s`
vandrerer	"vAn-dr@-r@r
vandrerheimer	"vAn-dr@r-%h{*I-m@r
vandrerne	"vAn-dr@-n`@
vandresagna	"vAn-dr@-%sAN-nA
vandresagnets	"vAn-dr@-%sAN-n@ts
vandresagn	"vAn-dr@-%sANn
vandrestjernenes	"vAn-dr@-%stj{:-n`n`=-@s
vandrestjerners	"vAn-dr@-%stj{:-n`@s`
vandreutstillings	"vAn-dr@-}:t-%stI-lINs
vandrevets	"vA:n-%dre:-v@ts
vandrevne	"vA:n-%dre:v-n@
vandringsfots	"vAn-drINs-%fu:ts
vandringsføttene	"vAn-drINs-%f9-tn=-@
vandring	"vAn-drIN
vandskjæren	"vAn-%S{:-n`=
vanedyrene	"vA:-n@-%dy:-n`=-@
vanedyr	"vA:-n@-%dy:r
vaneforbryternes	"vA:-n@-fOr-%bry:-t@r-n`@s
vaneforestillingen	"vA:-n@-fo:-r@-%stI-lIN-@n
vaneforestilling	"vA:-n@-fo:-r@-%stI-lIN
vanegjengeri	"vA:-n@-j@N-@-%ri:
vanekristents	"vA:-n@-%krI-stn=ts
vanekristnes	"vA:-n@-%krIst-n@s
vanerøkeres	"vA:-n@-%r2:-k@-r@s
vanerøkernes	"vA:-n@-%r2:-k@r-n`@s
vanerøykende	"vA:-n@-%r9*Y-k@-n@
vanerøykerers	"vA:-n@-%r9*Y-k@-r@s`
vanerøykeres	"vA:-n@-%r9*Y-k@-r@s
vanes	"vA:-n@s
vanetenkning	"vA:-n@-%tEN-knIN
vanførehjem	"vAn-f2:-r@-%jEm
vanførelagets	"vAn-f2:-r@-%lA:-g@ts
vanførelags	"vAn-f2:-r@-%lA:gs
vanføresakene	"vAn-f2:-r@-%sA:-k@-n@
vanføresaken	"vAn-f2:-r@-%sA:-k@n
vanførs	"vAn-%f2:s`
vanførts	"vAn-%f2:t`s`
vanges	"vAN-@s
vanhedrete	"vAn-%he:-dr@-t@
vanhedrets	"vAn-%he:-dr@ts
vanheimelen	"vAn-%h{*I-m@ln
vanhelliga	"vAn-%hE-lI-A
vanhelligendes	"vAn-%hE-lI-@-n@s
vanhelligete	"vAn-%hE-lI-@-t@
vanhelliget	"vAn-%hE-lI-@t
vanhellig	"vAn-%hE-lI
vanhell	"vAn-%hEl
vanhjemler	"vA-%njEm-l@r
vanhjemmelens	"vA-%njE-m@lns
vaniljeisens	vA-"nIl-j@-%i:-sn=s
vaniljeisen	vA-"nIl-j@-%i:-sn=
vaniljeplantas	vA-"nIl-j@-%plAn-tAs
vaniljeplantes	vA-"nIl-j@-%plAn-t@s
vaniljesaus	vA-"nIl-j@-%sE*u0s
vaniljestangas	vA-"nIl-j@-%stAN-As
vaniljestangen	vA-"nIl-j@-%stAN-@n
vaniljestengenes	vA-"nIl-j@-%stEN-@-n@s
vanilje	vA-"nIl-j@
våningenes	"vo:-nIN-@-n@s
våningers	"vo:-nIN-@s`
våningshusas	"vo:-nINs-%h}:-sAs
våningshus	"vo:-nINs-%h}:s
vanke	"vAN-k@
vanlagnadens	"vAn-%lA-gnA-dn=s
vanligeres	"vA:n-lI-@-r@s
vanlige	"vA:n-lI-@
vanligs	"vA:n-lIs
vanmakt	"vAn-%mAkt
vanmektiges	"vAn-%mEk-tI-@s
vannavkjølt	"vAn-A:v-%C2:lt
vannbadas	"vAn-%bA:-dAs
vannbakkelsens	"vAn-%bA-k@l-sn=s
vannbakkelsers	"vAn-%bA-k@l-s@s`
vannbakkelser	"vAn-%bA-k@l-s@r
vannbaserte	"vAn-bA-%se:-t`@
vannbassengene	"vAn-bA-%sEN-@-n@
vannbeisene	"vAn-%b{*I-sn=-@
vannbeisens	"vAn-%b{*I-sn=s
vannbeisen	"vAn-%b{*I-sn=
vannbeiser	"vAn-%b{*I-s@r
vannbeise	"vAn-%b{*I-s@
vannbeistes	"vAn-%b{*I-st@s
vannblæren	"vAn-%bl{:-n`=
vannblått	"vAn-%blo:t
vannblå	"vAn-%blo:
vannblemmens	"vAn-%blE-m@ns
vannboblers	"vAn-%bO-bl@s`
vannbøffelens	"vAn-%b9-f@lns
vannborda	"vAn-%bu:-rA
vannbordenes	"vAn-%bu:-n`=-@s
vannborder	"vAn-%bu:-r@r
vannbrukas	"vAn-%br}:-kAs
vannbygging	"vAn-%bY-gIN
vannbygningsteknikkers	"vAn-bY-gnINs-t@-%knI-k@s`
vanndrevne	"vAn-%dre:v-n@
vanndypet	"vAn-%dy:-p@
vannene	'vA-nn=-@
vanner	"vA-n@r
vannes	"vA-n@s
vannfallas	"vAn-%fA-lAs
vannfallene	"vAn-%fA-ln=-@
vannfargens	"vAn-%fAr-g@ns
vannfiltreringa	"vAn-fIl-%tre:-rIN-A
vannfiltreringens	"vAn-fIl-%tre:-rIN-@ns
vannfiltreringen	"vAn-fIl-%tre:-rIN-@n
vannfiltrering	"vAn-fIl-%tre:-rIN
vannflaska	"vAn-%flA-skA
vannflatenes	"vAn-%flA:-tn=-@s
vannflaten	"vAn-%flA:-tn=
vannflaumenes	"vAn-%flE*u0-m@-n@s
vannflaumers	"vAn-%flE*u0-m@s`
vannfly	"vAn-%fly:
vannfordampere	"vAn-fO-%d`Am-p@-r@
vannfordampernes	"vAn-fO-%d`Am-p@r-n`@s
vannføringen	"vAn-%f2:-rIN-@n
vannforurensinga	"vAn-fO-ru0-%rEn-sIN-A
vannforurensingers	"vAn-fO-ru0-%rEn-sIN-@s`
vannforurensings	"vAn-fO-ru0-%rEn-sINs
vannfuglers	"vAn-%f}:-l@s`
vannfugls	"vAn-%f}:ls
vannfylte	"vAn-%fYl-t@
vanngang	"vAn-%gAN
vanngassene	"vAn-%gA-sn=-@
vanngassen	"vAn-%gA-sn=
vanngass	"vAn-%gAs
vannglasets	"vAn-%glA:-s@ts
vanngrava	"vAN-%grA:-vA
vanngrøfter	"vAn-%gr9f-t@r
vannhinner	"vAn-%hI-n@r
vannhinnes	"vAn-%hI-n@s
vannhjulas	"vAn-%j}:-lAs
vannhjuls	"vAn-%j}:ls
vannholdig	"vAn-%hOl-dI
vannhull	"vAn-%hu0l
vanningsanlegga	"vA-nINs-An-%lE-gA
vanningsanleggets	"vA-nINs-An-%lE-g@ts
vanningsanlegg	"vA-nINs-An-%lEg
vannkanalers	"vAN-kA-%nA:-l@s`
vannkanons	"vAN-kA-%nu:ns
vannkantens	"vAN-%kAn-tn=s
vannkants	"vAN-%kAnts
vannkikkertene	"vAn-%CI-k@-t`n`=-@
vannkikkertens	"vAn-%CI-k@-t`n`=s
vannkilde	"vAn-%CIl-d@
vannkjemmer	"vAn-%CE-m@r
vannkjemmet	"vAn-%CE-m@t
vannkjem	"vAn-%CEm
vannkjøltes	"vAn-%C2:l-t@s
vannklares	"vAn-%klA:-r@s
vannklosetta	"vAN-klU-%sE-tA
vannklosett	"vAN-klU-%sEt
vannknappheten	"vAN-knAp-%he:-tn=
vannkopprenes	"vAN-%kO-pr@-n@s
vannkrafta	"vAN-%krAf-tA
vannkraftens	"vAN-%krAf-tn=s
vannkraften	"vAN-%krAf-tn=
vannkraftepoken	"vAN-krAft-@-%pu:-k@n
vannkrana	"vAN-%krA:-nA
vannkraners	"vAN-%krA:-n@s`
vannkulturs	"vAn-ku0l-%t}:s`
vannkunst	"vAN-%ku0nst
vannkurenes	"vAn-%k}:-n`=-@s
vannledningens	"vAn-%le:d-nIN-@ns
vannledningsnettet	"vAn-le:d-nINs-%nE-t@
vannliljenes	"vAn-%lIl-j@-n@s
vannliljene	"vAn-%lIl-j@-n@
vannlilje	"vAn-%lIl-j@
vannlinjens	"vAn-%lI-nj@ns
vannlinje	"vAn-%lIn-j@
vannløperer	"vAn-%l2:-p@-r@r
vannløpere	"vAn-%l2:-p@-r@
vannloppas	"vAn-%lO-pAs
vannlopper	"vAn-%lO-p@r
vannløselige	"vAn-%l2:-s@-lI-@
vannløsninga	"vAn-%l2:-snIN-A
vannmålerens	"vAn-%mo:-l@rn`S
vannmangelen	"vAn-%mAN-@-ln=
vannmasses	"vAn-%mA-s@s
vannmasse	"vAn-%mA-s@
vannmengden	"vAn-%mEN-dn=
vannmennenes	"vAn-%mE-nn=-@s
vannmerker	"vAn-%m{r-k@r
vannmettete	"vAn-%mE-t@-t@
